"E","E0","tau","tp","nn","nn0","n_lib","n_pred","rmse","te","ete","pval","n_surr","effect_var","cause_var","cond_var","fdr"
3,2,1,-1,6,5,90,90,0.708420843497691,0.0762619731495457,0.0477190560171733,0.155,2000,"mean_height_diff","PRO_Taxa00043","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.764472972972973
3,2,1,0,6,5,85,85,0.79877017481996,-0.0349636027751704,0,1,2000,"mean_height_diff","PRO_Taxa00043","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
3,2,1,-2,6,5,90,90,1.00761466470716,-0.108721432205065,0,1,2000,"mean_height_diff","PRO_Taxa00044","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
3,2,1,-1,6,5,90,90,0.839973689580409,-0.0134984425622815,0,1,2000,"mean_height_diff","PRO_Taxa00044","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
3,2,1,0,6,5,85,85,0.823911847648884,-0.0306225472692683,0,1,2000,"mean_height_diff","PRO_Taxa00044","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
2,1,1,-2,5,4,90,90,0.955385919341099,-0.223457259473201,0,1,2000,"mean_height_diff","PRO_Taxa00045","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
2,1,1,-1,5,4,99,99,0.890176163197503,0.0893778065021826,0.0422205703922704,0.252,2000,"mean_height_diff","PRO_Taxa00045","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.879458213256484
2,1,1,0,5,4,94,94,0.713136524641949,-0.0835132731263991,0,1,2000,"mean_height_diff","PRO_Taxa00045","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
1,0,1,-2,4,3,90,90,0.528355842272879,0.562988975758281,0.526388394405949,0,2000,"mean_height_diff","PRO_Taxa00046","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0
1,0,1,-1,4,3,99,99,0.506534134639787,0.550347679585243,0.509511731536576,0.0015,2000,"mean_height_diff","PRO_Taxa00046","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.139730769230769
1,0,1,0,4,3,103,103,0.623921627530485,0.3279979142584,0.275502773913715,0.0175,2000,"mean_height_diff","PRO_Taxa00046","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.365387931034483
2,1,1,-2,5,4,90,90,0.68716894121888,-0.0509804349381387,0,1,2000,"mean_height_diff","PRO_Taxa00047","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
2,1,1,-1,5,4,99,99,0.712309054442321,-0.416676400910566,0,1,2000,"mean_height_diff","PRO_Taxa00047","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
2,1,1,0,5,4,94,94,0.847423162344358,-0.132613681671551,0,1,2000,"mean_height_diff","PRO_Taxa00047","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
3,2,1,-2,6,5,90,90,0.917491656417714,0.0296071670115372,0.0165652161665953,0.179,2000,"mean_height_diff","PRO_Taxa00048","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.792091352009744
3,2,1,-1,6,5,90,90,0.381692983087651,0.0463729522061224,0.0274724198562315,0.175,2000,"mean_height_diff","PRO_Taxa00048","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.785877626699629
3,2,1,0,6,5,85,85,0.50164351512691,-0.000402229668404863,0,1,2000,"mean_height_diff","PRO_Taxa00048","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
2,1,1,-2,5,4,90,90,0.367409992532972,0.0555435885085398,0.0401139548180117,0.1135,2000,"mean_height_diff","PRO_Taxa00049","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.72723513986014
2,1,1,-1,5,4,99,99,0.336672154820231,0.0617337984135462,0.0573934163353054,0.0245,2000,"mean_height_diff","PRO_Taxa00049","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.409121621621622
2,1,1,0,5,4,94,94,0.293931284700965,0.0649885051904067,0.0615506919674517,0.012,2000,"mean_height_diff","PRO_Taxa00049","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",0.34059375
5,4,1,-2,8,7,70,70,0.486298280492151,-0.00998325368861441,0,1,2000,"mean_height_diff","PRO_Taxa00050","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
5,4,1,-1,8,7,70,70,0.494076082398388,-0.0477892557342346,0,1,2000,"mean_height_diff","PRO_Taxa00050","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
5,4,1,0,8,7,65,65,0.479343042713947,-0.0437929124872696,0,1,2000,"mean_height_diff","PRO_Taxa00050","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
2,1,1,-2,5,4,90,90,0.767855223542042,-0.080873258975445,0,1,2000,"mean_height_diff","PRO_Taxa00051","clim_cum_7days_temp, clim_cum_7days_sunlihg_hours",1
