"query","superkingdom","kingdom","subkingdom","phylum","subphylum","class","subclass","superorder","order","suborder","family","subfamily","tribe","subtribe","genus","species"
"OTU02725","","","","","","","","","","","","","","","",""
"OTU02726","Eukaryota","","","Oomycota","","","","","Pythiales","","Pythiaceae","","","","Pythium","Pythium longipapillum"
"OTU02727","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Polyporaceae","","","","",""
"OTU02728","","","","","","","","","","","","","","","",""
"OTU02729","","","","","","","","","","","","","","","",""
"OTU02730","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","Agaricomycetidae","","Agaricales","Agaricineae","Psathyrellaceae","","","","Candolleomyces","Candolleomyces candolleanus"
"OTU02731","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02732","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Cantharellales","","Ceratobasidiaceae","","","","",""
"OTU02733","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU02734","","","","","","","","","","","","","","","",""
"OTU02735","","","","","","","","","","","","","","","",""
"OTU02736","","","","","","","","","","","","","","","",""
"OTU02737","Eukaryota","Fungi","","Cryptomycota","","","","","","","","","","","","Cryptomycota sp."
"OTU02738","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU02739","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","","","","","","","",""
"OTU02740","","","","","","","","","","","","","","","",""
"OTU02741","","","","","","","","","","","","","","","",""
"OTU02742","","","","","","","","","","","","","","","",""
"OTU02743","","","","","","","","","","","","","","","",""
"OTU02744","Eukaryota","","","Oomycota","","","","","Pythiales","","Pythiaceae","","","","",""
"OTU02745","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","Dothideomycetidae","","Mycosphaerellales","","Mycosphaerellaceae","","","","Mycosphaerella",""
"OTU02746","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Sordariomycetes","Xylariomycetidae","","Xylariales","","Xylariaceae","","","","Lopadostoma",""
"OTU02747","","","","","","","","","","","","","","","",""
"OTU02748","","","","","","","","","","","","","","","",""
"OTU02749","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02750","","","","","","","","","","","","","","","",""
"OTU02751","","","","","","","","","","","","","","","",""
"OTU02752","","","","","","","","","","","","","","","",""
"OTU02753","","","","","","","","","","","","","","","",""
"OTU02754","","","","","","","","","","","","","","","",""
"OTU02755","Eukaryota","","","","","Chrysophyceae","","","","","","","","","Segregatospumella",""
"OTU02756","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","","","","","Neohypochnicium","Neohypochnicium pini"
"OTU02757","","","","","","","","","","","","","","","",""
"OTU02758","","","","","","","","","","","","","","","",""
"OTU02759","Eukaryota","","","Oomycota","","","","","Pythiales","","Pythiaceae","","","","Pythium",""
"OTU02760","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU02761","","","","","","","","","","","","","","","",""
"OTU02762","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","Pleosporomycetidae","","Venturiales","","Cylindrosympodiaceae","","","","Cylindrosympodium",""
"OTU02763","","","","","","","","","","","","","","","",""
"OTU02764","","","","","","","","","","","","","","","",""
"OTU02765","","","","","","","","","","","","","","","",""
"OTU02766","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU02767","Eukaryota","","","Oomycota","","","","","Pythiales","","Pythiaceae","","","","Pythium",""
"OTU02768","","","","","","","","","","","","","","","",""
"OTU02769","","","","","","","","","","","","","","","",""
"OTU02770","","","","","","","","","","","","","","","",""
"OTU02771","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02772","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02773","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Sordariomycetes","Hypocreomycetidae","","Conioscyphales","","Conioscyphaceae","","","","Conioscypha",""
"OTU02774","","","","","","","","","","","","","","","",""
"OTU02775","","","","","","","","","","","","","","","",""
"OTU02776","","","","","","","","","","","","","","","",""
"OTU02777","","","","","","","","","","","","","","","",""
"OTU02778","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU02779","","","","","","","","","","","","","","","",""
"OTU02780","","","","","","","","","","","","","","","",""
"OTU02781","","","","","","","","","","","","","","","",""
"OTU02782","","","","","","","","","","","","","","","",""
"OTU02783","","","","","","","","","","","","","","","",""
"OTU02784","","","","","","","","","","","","","","","",""
"OTU02785","","","","","","","","","","","","","","","",""
"OTU02786","","","","","","","","","","","","","","","",""
"OTU02787","","","","","","","","","","","","","","","",""
"OTU02788","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU02789","","","","","","","","","","","","","","","",""
"OTU02790","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU02791","","","","","","","","","","","","","","","",""
"OTU02792","","","","","","","","","","","","","","","",""
"OTU02793","","","","","","","","","","","","","","","",""
"OTU02794","","","","","","","","","","","","","","","",""
"OTU02795","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02796","Eukaryota","Fungi","Dikarya","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","","","Cystobasidiales","","","","","","Occultifur",""
"OTU02797","","","","","","","","","","","","","","","",""
"OTU02798","","","","","","","","","","","","","","","",""
"OTU02799","","","","","","","","","","","","","","","",""
"OTU02800","","","","","","","","","","","","","","","",""
"OTU02801","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU02802","","","","","","","","","","","","","","","",""
"OTU02803","","","","","","","","","","","","","","","",""
"OTU02804","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU02805","","","","","","","","","","","","","","","",""
"OTU02806","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","Chlamydomonadales","","","","","","",""
"OTU02807","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","","","","","","","","","","",""
"OTU02808","","","","","","","","","","","","","","","",""
"OTU02809","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Russulales","","Auriscalpiaceae","","","","Lentinellus",""
"OTU02810","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU02811","","","","","","","","","","","","","","","",""
"OTU02812","","","","","","","","","","","","","","","",""
"OTU02813","","","","","","","","","","","","","","","",""
"OTU02814","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02815","","","","","","","","","","","","","","","",""
"OTU02816","","","","","","","","","","","","","","","",""
"OTU02817","","","","","","","","","","","","","","","",""
"OTU02818","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU02819","","","","","","","","","","","","","","","",""
"OTU02820","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Corticiales","","Corticiaceae","","","","Basidioradulum",""
"OTU02821","","","","","","","","","","","","","","","",""
"OTU02822","Eukaryota","Fungi","Dikarya","Basidiomycota","Ustilaginomycotina","Ustilaginomycetes","","","Ustilaginales","","Ustilaginaceae","","","","Anthracocystis","Anthracocystis heteropogonicola"
"OTU02823","","","","","","","","","","","","","","","",""
"OTU02824","","","","","","","","","","","","","","","",""
"OTU02825","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","Dothideomycetidae","","","","","","","","",""
"OTU02826","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU02827","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","Rhizophlyctidales","","Rhizophlyctidaceae","","","","Rhizophlyctis","Rhizophlyctis rosea"
"OTU02828","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Eurotiomycetes","Chaetothyriomycetidae","","Chaetothyriales","","Herpotrichiellaceae","","","","",""
"OTU02829","","","","","","","","","","","","","","","",""
"OTU02830","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","Agaricomycetidae","","Agaricales","Agaricineae","","","","","",""
"OTU02831","","","","","","","","","","","","","","","",""
"OTU02832","","","","","","","","","","","","","","","",""
"OTU02833","","","","","","","","","","","","","","","",""
"OTU02834","","","","","","","","","","","","","","","",""
"OTU02835","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Sordariomycetes","Sordariomycetidae","","Sordariales","","","","","","",""
"OTU02836","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02837","","","","","","","","","","","","","","","",""
"OTU02838","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU02839","","","","","","","","","","","","","","","",""
"OTU02840","","","","","","","","","","","","","","","",""
"OTU02841","","","","","","","","","","","","","","","",""
"OTU02842","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Irpicaceae","","","","Ceriporia",""
"OTU02843","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02844","","","","","","","","","","","","","","","",""
"OTU02845","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02846","","","","","","","","","","","","","","","",""
"OTU02847","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU02848","","","","","","","","","","","","","","","",""
"OTU02849","","","","","","","","","","","","","","","",""
"OTU02850","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02851","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","Agaricomycetidae","","Boletales","Boletineae","Boletaceae","Boletoideae","","","",""
"OTU02852","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","Rhizophydiales","","","","","","","Rhizophydiales sp."
"OTU02853","","","","","","","","","","","","","","","",""
"OTU02854","","","","","","","","","","","","","","","",""
"OTU02855","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU02856","","","","","","","","","","","","","","","",""
"OTU02857","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Fomitopsidaceae","","","","Brunneoporus","Brunneoporus malicola"
"OTU02858","","","","","","","","","","","","","","","",""
"OTU02859","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU02860","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02861","","","","","","","","","","","","","","","",""
"OTU02862","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Leotiomycetes","","","Helotiales","","","","","","Tetracladium",""
"OTU02863","Eukaryota","","","","","","","","","","","","","","",""
"OTU02864","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Polyporaceae","","","","Polyporus","Polyporus arcularius"
"OTU02865","","","","","","","","","","","","","","","",""
"OTU02866","","","","","","","","","","","","","","","",""
"OTU02867","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02868","","","","","","","","","","","","","","","",""
"OTU02869","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02870","","","","","","","","","","","","","","","",""
"OTU02871","","","","","","","","","","","","","","","",""
"OTU02872","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU02873","","","","","","","","","","","","","","","",""
"OTU02874","","","","","","","","","","","","","","","",""
"OTU02875","","","","","","","","","","","","","","","",""
"OTU02876","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02877","","","","","","","","","","","","","","","",""
"OTU02878","","","","","","","","","","","","","","","",""
"OTU02879","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02880","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Hymenochaetales","","","","","","Resinicium","Resinicium furfuraceum"
"OTU02881","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Tremellomycetes","","","Cystofilobasidiales","","Mrakiaceae","","","","Udeniomyces","Udeniomyces pyricola"
"OTU02882","","","","","","","","","","","","","","","",""
"OTU02883","","","","","","","","","","","","","","","",""
"OTU02884","","","","","","","","","","","","","","","",""
"OTU02885","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","","","","","","","",""
"OTU02886","Eukaryota","Fungi","Dikarya","Basidiomycota","","","","","","","","","","","",""
"OTU02887","","","","","","","","","","","","","","","",""
"OTU02888","","","","","","","","","","","","","","","",""
"OTU02889","Bacteria","","","Actinomycetota","","Actinomycetes","","","Micrococcales","","Microbacteriaceae","","","","Aurantimicrobium",""
"OTU02890","","","","","","","","","","","","","","","",""
"OTU02891","Eukaryota","Viridiplantae","","Chlorophyta","","Pedinophyceae","","","Pedinomonadales","","Pedinomonadaceae","","","","Pedinomonas",""
"OTU02892","Eukaryota","","","","","","","","","","","","","","",""
"OTU02893","","","","","","","","","","","","","","","",""
"OTU02894","","","","","","","","","","","","","","","",""
"OTU02895","","","","","","","","","","","","","","","",""
"OTU02896","","","","","","","","","","","","","","","",""
"OTU02897","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Fomitopsidaceae","","","","",""
"OTU02898","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02899","","","","","","","","","","","","","","","",""
"OTU02900","","","","","","","","","","","","","","","",""
"OTU02901","","","","","","","","","","","","","","","",""
"OTU02902","","","","","","","","","","","","","","","",""
"OTU02903","","","","","","","","","","","","","","","",""
"OTU02904","","","","","","","","","","","","","","","",""
"OTU02905","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Leotiomycetes","","","Helotiales","","","","","","",""
"OTU02906","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Irpicaceae","","","","Phanerochaetella",""
"OTU02907","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02908","","","","","","","","","","","","","","","",""
"OTU02909","Eukaryota","","","Oomycota","","","","","Pythiales","","Pythiaceae","","","","",""
"OTU02910","Eukaryota","","","Oomycota","","","","","Pythiales","","Pythiaceae","","","","Pythium",""
"OTU02911","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","Pleosporomycetidae","","Pleosporales","Pleosporineae","Pleosporaceae","","","","",""
"OTU02912","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Tremellomycetes","","","Tremellales","","Bulleribasidiaceae","","","","Vishniacozyma","Vishniacozyma sp."
"OTU02913","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02914","","","","","","","","","","","","","","","",""
"OTU02915","","","","","","","","","","","","","","","",""
"OTU02916","","","","","","","","","","","","","","","",""
"OTU02917","","","","","","","","","","","","","","","",""
"OTU02918","","","","","","","","","","","","","","","",""
"OTU02919","","","","","","","","","","","","","","","",""
"OTU02920","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02921","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","Dothideomycetidae","","","","","","","","",""
"OTU02922","","","","","","","","","","","","","","","",""
"OTU02923","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU02924","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02925","","","","","","","","","","","","","","","",""
"OTU02926","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","","","","","","","",""
"OTU02927","Eukaryota","","","Cercozoa","","","","","Cercomonadida","","Cercomonadidae","","","","Paracercomonas",""
"OTU02928","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","Chlamydomonadales","","Volvocaceae","","","","Eudorina",""
"OTU02929","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","Zygophlyctidales","","Zygophlyctidaceae","","","","Zygophlyctis","Zygophlyctis sp."
"OTU02930","","","","","","","","","","","","","","","",""
"OTU02931","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Pezizomycetes","","","Pezizales","","Pezizaceae","","","","Delastria","Delastria sp."
"OTU02932","","","","","","","","","","","","","","","",""
"OTU02933","","","","","","","","","","","","","","","",""
"OTU02934","","","","","","","","","","","","","","","",""
"OTU02935","Eukaryota","Fungi","Dikarya","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes","","","Tilletiales","","Tilletiaceae","","","","",""
"OTU02936","","","","","","","","","","","","","","","",""
"OTU02937","","","","","","","","","","","","","","","",""
"OTU02938","","","","","","","","","","","","","","","",""
"OTU02939","Eukaryota","","","","","","","","","","","","","","",""
"OTU02940","","","","","","","","","","","","","","","",""
"OTU02941","","","","","","","","","","","","","","","",""
"OTU02942","","","","","","","","","","","","","","","",""
"OTU02943","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02944","","","","","","","","","","","","","","","",""
"OTU02945","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU02946","","","","","","","","","","","","","","","",""
"OTU02947","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","","","","","",""
"OTU02948","Eukaryota","","","Oomycota","","","","","Lagenidiales","","","","","","",""
"OTU02949","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02950","","","","","","","","","","","","","","","",""
"OTU02951","","","","","","","","","","","","","","","",""
"OTU02952","","","","","","","","","","","","","","","",""
"OTU02953","","","","","","","","","","","","","","","",""
"OTU02954","","","","","","","","","","","","","","","",""
"OTU02955","","","","","","","","","","","","","","","",""
"OTU02956","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Sebacinales","","Serendipitaceae","","","","",""
"OTU02957","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Irpicaceae","","","","Vitreoporus","Vitreoporus orientalis"
"OTU02958","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","Agaricomycetidae","","Agaricales","Tricholomatineae","Entolomataceae","","","","Entoloma","Entoloma sp."
"OTU02959","","","","","","","","","","","","","","","",""
"OTU02960","","","","","","","","","","","","","","","",""
"OTU02961","","","","","","","","","","","","","","","",""
"OTU02962","","","","","","","","","","","","","","","",""
"OTU02963","","","","","","","","","","","","","","","",""
"OTU02964","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02965","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU02966","","","","","","","","","","","","","","","",""
"OTU02967","","","","","","","","","","","","","","","",""
"OTU02968","Eukaryota","","","","","Synurophyceae","","","Synurales","","","","","","",""
"OTU02969","","","","","","","","","","","","","","","",""
"OTU02970","","","","","","","","","","","","","","","",""
"OTU02971","","","","","","","","","","","","","","","",""
"OTU02972","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02973","","","","","","","","","","","","","","","",""
"OTU02974","","","","","","","","","","","","","","","",""
"OTU02975","","","","","","","","","","","","","","","",""
"OTU02976","","","","","","","","","","","","","","","",""
"OTU02977","","","","","","","","","","","","","","","",""
"OTU02978","","","","","","","","","","","","","","","",""
"OTU02979","","","","","","","","","","","","","","","",""
"OTU02980","Eukaryota","Fungi","Dikarya","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes","","","Exobasidiales","","Brachybasidiaceae","","","","Meira",""
"OTU02981","","","","","","","","","","","","","","","",""
"OTU02982","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02983","","","","","","","","","","","","","","","",""
"OTU02984","","","","","","","","","","","","","","","",""
"OTU02985","","","","","","","","","","","","","","","",""
"OTU02986","","","","","","","","","","","","","","","",""
"OTU02987","","","","","","","","","","","","","","","",""
"OTU02988","","","","","","","","","","","","","","","",""
"OTU02989","","","","","","","","","","","","","","","",""
"OTU02990","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Polyporaceae","","","","Favolus","Favolus acervatus"
"OTU02991","","","","","","","","","","","","","","","",""
"OTU02992","","","","","","","","","","","","","","","",""
"OTU02993","","","","","","","","","","","","","","","",""
"OTU02994","","","","","","","","","","","","","","","",""
"OTU02995","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU02996","","","","","","","","","","","","","","","",""
"OTU02997","","","","","","","","","","","","","","","",""
"OTU02998","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU02999","","","","","","","","","","","","","","","",""
"OTU03000","Eukaryota","","","Oomycota","","","","","Saprolegniales","","Saprolegniaceae","","","","Aphanomyces",""
"OTU03001","","","","","","","","","","","","","","","",""
"OTU03002","","","","","","","","","","","","","","","",""
"OTU03003","","","","","","","","","","","","","","","",""
"OTU03004","","","","","","","","","","","","","","","",""
"OTU03005","","","","","","","","","","","","","","","",""
"OTU03006","","","","","","","","","","","","","","","",""
"OTU03007","","","","","","","","","","","","","","","",""
"OTU03008","","","","","","","","","","","","","","","",""
"OTU03009","","","","","","","","","","","","","","","",""
"OTU03010","","","","","","","","","","","","","","","",""
"OTU03011","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU03012","Bacteria","","","Bacteroidota","","","","","","","","","","","",""
"OTU03013","Eukaryota","","","Ciliophora","","","","","","","","","","","",""
"OTU03014","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Phanerochaetaceae","","","","Phanerochaete",""
"OTU03015","","","","","","","","","","","","","","","",""
"OTU03016","","","","","","","","","","","","","","","",""
"OTU03017","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU03018","Eukaryota","","","Bacillariophyta","","Bacillariophyceae","","","Naviculales","","Sellaphoraceae","","","","Sellaphora","Sellaphora pupula"
"OTU03019","","","","","","","","","","","","","","","",""
"OTU03020","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","Sphaeropleales","","Sphaeropleaceae","","","","",""
"OTU03021","Bacteria","","","Actinomycetota","","Actinomycetes","","","Micrococcales","","Microbacteriaceae","","","","Aurantimicrobium",""
"OTU03022","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Piptoporellaceae","","","","Piptoporellus","Piptoporellus soloniensis"
"OTU03023","Eukaryota","","","Oomycota","","","","","Albuginales","","Albuginaceae","","","","Albugo","Albugo candida"
"OTU03024","","","","","","","","","","","","","","","",""
"OTU03025","","","","","","","","","","","","","","","",""
"OTU03026","","","","","","","","","","","","","","","",""
"OTU03027","","","","","","","","","","","","","","","",""
"OTU03028","","","","","","","","","","","","","","","",""
"OTU03029","","","","","","","","","","","","","","","",""
"OTU03030","","","","","","","","","","","","","","","",""
"OTU03031","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU03032","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU03033","","","","","","","","","","","","","","","",""
"OTU03034","","","","","","","","","","","","","","","",""
"OTU03035","Eukaryota","","","Oomycota","","","","","Pythiales","","Pythiaceae","","","","",""
"OTU03036","","","","","","","","","","","","","","","",""
"OTU03037","","","","","","","","","","","","","","","",""
"OTU03038","","","","","","","","","","","","","","","",""
"OTU03039","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","","","","","","","","","","",""
"OTU03040","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Sordariomycetes","Sordariomycetidae","","Diaporthales","","Schizoparmaceae","","","","Coniella",""
"OTU03041","","","","","","","","","","","","","","","",""
"OTU03042","Eukaryota","","","Oomycota","","","","","Lagenidiales","","Lagenidiaceae","","","","Lagenidium",""
"OTU03043","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Corticiales","","Corticiaceae","","","","Peniophorella","Peniophorella crystallifera"
"OTU03044","","","","","","","","","","","","","","","",""
"OTU03045","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU03046","","","","","","","","","","","","","","","",""
"OTU03047","","","","","","","","","","","","","","","",""
"OTU03048","Eukaryota","","","Oomycota","","","","","Peronosporales","","Peronosporaceae","","","","",""
"OTU03049","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Leotiomycetes","","","Helotiales","","Ploettnerulaceae","","","","Pyrenopeziza",""
"OTU03050","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","Pleosporomycetidae","","Pleosporales","","","","","","",""
"OTU03051","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Orbiliomycetes","","","Orbiliales","","Orbiliaceae","","","","Orbilia",""
"OTU03052","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU03053","","","","","","","","","","","","","","","",""
"OTU03054","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","","","","","","","",""
"OTU03055","","","","","","","","","","","","","","","",""
"OTU03056","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","Agaricomycetidae","","Amylocorticiales","","","","","","",""
"OTU03057","","","","","","","","","","","","","","","",""
"OTU03058","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU03059","","","","","","","","","","","","","","","",""
"OTU03060","","","","","","","","","","","","","","","",""
"OTU03061","","","","","","","","","","","","","","","",""
"OTU03062","","","","","","","","","","","","","","","",""
"OTU03063","","","","","","","","","","","","","","","",""
"OTU03064","","","","","","","","","","","","","","","",""
"OTU03065","","","","","","","","","","","","","","","",""
"OTU03066","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU03067","","","","","","","","","","","","","","","",""
"OTU03068","","","","","","","","","","","","","","","",""
"OTU03069","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU03070","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU03071","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU03072","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Hymenochaetales","","Hymenochaetaceae","","","","Hymenochaete",""
"OTU03073","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","Agaricomycetidae","","Agaricales","Marasmiineae","Physalacriaceae","","","","",""
"OTU03074","","","","","","","","","","","","","","","",""
"OTU03075","","","","","","","","","","","","","","","",""
"OTU03076","Eukaryota","","","Ciliophora","Intramacronucleata","","","","","","","","","","",""
"OTU03077","","","","","","","","","","","","","","","",""
"OTU03078","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU03079","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU03080","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU03081","","","","","","","","","","","","","","","",""
"OTU03082","Eukaryota","Fungi","Dikarya","Ascomycota","Taphrinomycotina","Taphrinomycetes","","","Taphrinales","","Taphrinaceae","","","","Taphrina",""
"OTU03083","","","","","","","","","","","","","","","",""
"OTU03084","","","","","","","","","","","","","","","",""
"OTU03085","","","","","","","","","","","","","","","",""
"OTU03086","","","","","","","","","","","","","","","",""
"OTU03087","","","","","","","","","","","","","","","",""
"OTU03088","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU03089","","","","","","","","","","","","","","","",""
"OTU03090","","","","","","","","","","","","","","","",""
"OTU03091","","","","","","","","","","","","","","","",""
"OTU03092","","","","","","","","","","","","","","","",""
"OTU03093","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Cantharellales","","Ceratobasidiaceae","","","","",""
"OTU03094","","","","","","","","","","","","","","","",""
"OTU03095","","","","","","","","","","","","","","","",""
"OTU03096","","","","","","","","","","","","","","","",""
"OTU03097","","","","","","","","","","","","","","","",""
